ID_Vehiculo,Matricula,Categoria_Vehiculo
4018,MET-01518,Metro Ligero
4019,MET-01519,Metro Ligero
4020,MET-01520,Metro Ligero
4021,MET-01521,Metro Ligero
4022,MET-01522,Metro Ligero
4023,MET-01523,Metro Ligero
4024,MET-01524,Metro Ligero
4025,MET-01525,Metro Ligero
4026,MET-01526,Metro Ligero
4027,MET-01527,Metro Ligero
4028,MET-01528,Metro Ligero
4029,MET-01529,Metro Ligero
4030,MET-01530,Metro Ligero
4031,MET-01531,Metro Ligero
4032,MET-01532,Metro Ligero
4033,MET-01533,Metro Ligero
4034,MET-01534,Metro Ligero
4035,MET-01535,Metro Ligero
4036,MET-01536,Metro Ligero
4037,MET-01537,Metro Ligero
4038,MET-01538,Metro Ligero
4039,MET-01539,Metro Ligero
4040,MET-01540,Metro Ligero
4041,MET-01541,Metro Ligero
4042,MET-01542,Metro Ligero
4043,MET-01543,Metro Ligero
4044,MET-01544,Metro Ligero
4045,MET-01545,Metro Ligero
4046,MET-01546,Metro Ligero
4047,MET-01547,Metro Ligero
4048,MET-01548,Metro Ligero
4049,MET-01549,Metro Ligero
4050,MET-01550,Metro Ligero
4051,MET-01551,Metro Ligero
4052,MET-01552,Metro Ligero
4053,MET-01553,Metro Ligero
4054,MET-01554,Metro Ligero
4055,MET-01555,Metro Ligero
4056,MET-01556,Metro Ligero
4057,MET-01557,Metro Ligero
4058,MET-01558,Metro Ligero
4059,MET-01559,Metro Ligero
4060,MET-01560,Metro Ligero
4061,MET-01561,Metro Ligero
4062,MET-01562,Metro Ligero
4063,MET-01563,Metro Ligero
4064,MET-01564,Metro Ligero
4065,MET-01565,Metro Ligero
4066,MET-01566,Metro Ligero
4067,MET-01567,Metro Ligero
4068,MET-01568,Metro Ligero
4069,MET-01569,Metro Ligero
4070,MET-01570,Metro Ligero
4071,MET-01571,Metro Ligero
4072,MET-01572,Metro Ligero
4073,MET-01573,Metro Ligero
4074,MET-01574,Metro Ligero
4075,MET-01575,Metro Ligero
4076,MET-01576,Metro Ligero
4077,MET-01577,Metro Ligero
4078,MET-01578,Metro Ligero
4079,MET-01579,Metro Ligero
4080,MET-01580,Metro Ligero
4081,MET-01581,Metro Ligero
4082,MET-01582,Metro Ligero
4083,MET-01583,Metro Ligero
4084,MET-01584,Metro Ligero
4085,MET-01585,Metro Ligero
4086,MET-01586,Metro Ligero
4087,MET-01587,Metro Ligero
4088,MET-01588,Metro Ligero
4089,MET-01589,Metro Ligero
4090,MET-01590,Metro Ligero
4091,MET-01591,Metro Ligero
4092,MET-01592,Metro Ligero
4093,MET-01593,Metro Ligero
4094,MET-01594,Metro Ligero
4095,MET-01595,Metro Ligero
4096,MET-01596,Metro Ligero
4097,MET-01597,Metro Ligero
4098,MET-01598,Metro Ligero
4099,MET-01599,Metro Ligero
4100,MET-01600,Metro Ligero
4101,MET-01601,Metro Ligero
4102,MET-01602,Metro Ligero
4103,MET-01603,Metro Ligero
4104,MET-01604,Metro Ligero
4105,MET-01605,Metro Ligero
4106,MET-01606,Metro Ligero
4107,MET-01607,Metro Ligero
4108,MET-01608,Metro Ligero
4109,MET-01609,Metro Ligero
4110,MET-01610,Metro Ligero
4111,MET-01611,Metro Ligero
4112,MET-01612,Metro Ligero
4113,MET-01613,Metro Ligero
4114,MET-01614,Metro Ligero
4115,MET-01615,Metro Ligero
4116,MET-01616,Metro Ligero
4117,MET-01617,Metro Ligero
4118,MET-01618,Metro Ligero
4119,MET-01619,Metro Ligero
4120,MET-01620,Metro Ligero
4121,MET-01621,Metro Ligero
4122,MET-01622,Metro Ligero
4123,MET-01623,Metro Ligero
4124,MET-01624,Metro Ligero
4125,MET-01625,Metro Ligero
4126,MET-01626,Metro Ligero
4127,MET-01627,Metro Ligero
4128,MET-01628,Metro Ligero
4129,MET-01629,Metro Ligero
4130,MET-01630,Metro Ligero
4131,MET-01631,Metro Ligero
4132,MET-01632,Metro Ligero
4133,MET-01633,Metro Ligero
4134,MET-01634,Metro Ligero
4135,MET-01635,Metro Ligero
4136,MET-01636,Metro Ligero
4137,MET-01637,Metro Ligero
4138,MET-01638,Metro Ligero
4139,MET-01639,Metro Ligero
4140,MET-01640,Metro Ligero
4141,MET-01641,Metro Ligero
4142,MET-01642,Metro Ligero
4143,MET-01643,Metro Ligero
4144,MET-01644,Metro Ligero
4145,MET-01645,Metro Ligero
4146,MET-01646,Metro Ligero
4147,MET-01647,Metro Ligero
4148,MET-01648,Metro Ligero
4149,MET-01649,Metro Ligero
4150,MET-01650,Metro Ligero
4151,MET-01651,Metro Ligero
4152,MET-01652,Metro Ligero
4153,MET-01653,Metro Ligero
4154,MET-01654,Metro Ligero
4155,MET-01655,Metro Ligero
4156,MET-01656,Metro Ligero
4157,MET-01657,Metro Ligero
4158,MET-01658,Metro Ligero
4159,MET-01659,Metro Ligero
4160,MET-01660,Metro Ligero
4161,MET-01661,Metro Ligero
4162,MET-01662,Metro Ligero
4163,MET-01663,Metro Ligero
4164,MET-01664,Metro Ligero
4165,MET-01665,Metro Ligero
4166,MET-01666,Metro Ligero
4167,MET-01667,Metro Ligero
4168,MET-01668,Metro Ligero
4169,MET-01669,Metro Ligero
4170,MET-01670,Metro Ligero
4171,MET-01671,Metro Ligero
4172,MET-01672,Metro Ligero
4173,MET-01673,Metro Ligero
4174,MET-01674,Metro Ligero
4175,MET-01675,Metro Ligero
4176,MET-01676,Metro Ligero
4177,MET-01677,Metro Ligero
4178,MET-01678,Metro Ligero
4179,MET-01679,Metro Ligero
4180,MET-01680,Metro Ligero
4181,MET-01681,Metro Ligero
4182,MET-01682,Metro Ligero
4183,MET-01683,Metro Ligero
4184,MET-01684,Metro Ligero
4185,MET-01685,Metro Ligero
4186,MET-01686,Metro Ligero
4187,MET-01687,Metro Ligero
4188,MET-01688,Metro Ligero
4189,MET-01689,Metro Ligero
4190,MET-01690,Metro Ligero
4191,MET-01691,Metro Ligero
4192,MET-01692,Metro Ligero
4193,MET-01693,Metro Ligero
4194,MET-01694,Metro Ligero
4195,MET-01695,Metro Ligero
4196,MET-01696,Metro Ligero
4197,MET-01697,Metro Ligero
4198,MET-01698,Metro Ligero
4199,MET-01699,Metro Ligero
4200,MET-01700,Metro Ligero
4201,MET-01701,Metro Ligero
4202,MET-01702,Metro Ligero
4203,MET-01703,Metro Ligero
4204,MET-01704,Metro Ligero
4205,MET-01705,Metro Ligero
4206,MET-01706,Metro Ligero
4207,MET-01707,Metro Ligero
4208,MET-01708,Metro Ligero
4209,MET-01709,Metro Ligero
4210,MET-01710,Metro Ligero
4211,MET-01711,Metro Ligero
4212,MET-01712,Metro Ligero
4213,MET-01713,Metro Ligero
4214,MET-01714,Metro Ligero
4215,MET-01715,Metro Ligero
4216,MET-01716,Metro Ligero
4217,MET-01717,Metro Ligero
4218,MET-01718,Metro Ligero
4219,MET-01719,Metro Ligero
4220,MET-01720,Metro Ligero
4221,MET-01721,Metro Ligero
4222,MET-01722,Metro Ligero
4223,MET-01723,Metro Ligero
4224,MET-01724,Metro Ligero
4225,MET-01725,Metro Ligero
4226,MET-01726,Metro Ligero
4227,MET-01727,Metro Ligero
4228,MET-01728,Metro Ligero
4229,MET-01729,Metro Ligero
4230,MET-01730,Metro Ligero
4231,MET-01731,Metro Ligero
4232,MET-01732,Metro Ligero
4233,MET-01733,Metro Ligero
4234,MET-01734,Metro Ligero
4235,MET-01735,Metro Ligero
4236,MET-01736,Metro Ligero
4237,MET-01737,Metro Ligero
4238,MET-01738,Metro Ligero
4239,MET-01739,Metro Ligero
4240,MET-01740,Metro Ligero
4241,MET-01741,Metro Ligero
4242,MET-01742,Metro Ligero
4243,MET-01743,Metro Ligero
4244,MET-01744,Metro Ligero
4245,MET-01745,Metro Ligero
4246,MET-01746,Metro Ligero
4247,MET-01747,Metro Ligero
4248,MET-01748,Metro Ligero
4249,MET-01749,Metro Ligero
4250,MET-01750,Metro Ligero
4251,MET-01751,Metro Ligero
4252,MET-01752,Metro Ligero
4253,MET-01753,Metro Ligero
4254,MET-01754,Metro Ligero
4255,MET-01755,Metro Ligero
4256,MET-01756,Metro Ligero
4257,MET-01757,Metro Ligero
4258,MET-01758,Metro Ligero
4259,MET-01759,Metro Ligero
4260,MET-01760,Metro Ligero
4261,MET-01761,Metro Ligero
4262,MET-01762,Metro Ligero
4263,MET-01763,Metro Ligero
4264,MET-01764,Metro Ligero
4265,MET-01765,Metro Ligero
4266,MET-01766,Metro Ligero
4267,MET-01767,Metro Ligero
4268,MET-01768,Metro Ligero
4269,MET-01769,Metro Ligero
4270,MET-01770,Metro Ligero
4271,MET-01771,Metro Ligero
4272,MET-01772,Metro Ligero
4273,MET-01773,Metro Ligero
4274,MET-01774,Metro Ligero
4275,MET-01775,Metro Ligero
4276,MET-01776,Metro Ligero
4277,MET-01777,Metro Ligero
4278,MET-01778,Metro Ligero
4279,MET-01779,Metro Ligero
4280,MET-01780,Metro Ligero
4281,MET-01781,Metro Ligero
4282,MET-01782,Metro Ligero
4283,MET-01783,Metro Ligero
4284,MET-01784,Metro Ligero
4285,MET-01785,Metro Ligero
4286,MET-01786,Metro Ligero
4287,MET-01787,Metro Ligero
4288,MET-01788,Metro Ligero
4289,MET-01789,Metro Ligero
4290,MET-01790,Metro Ligero
4291,MET-01791,Metro Ligero
4292,MET-01792,Metro Ligero
4293,MET-01793,Metro Ligero
4294,MET-01794,Metro Ligero
4295,MET-01795,Metro Ligero
4296,MET-01796,Metro Ligero
4297,MET-01797,Metro Ligero
4298,MET-01798,Metro Ligero
4299,MET-01799,Metro Ligero
4300,MET-01800,Metro Ligero
4301,MET-01801,Metro Ligero
4302,MET-01802,Metro Ligero
4303,MET-01803,Metro Ligero
4304,MET-01804,Metro Ligero
4305,MET-01805,Metro Ligero
4306,MET-01806,Metro Ligero
4307,MET-01807,Metro Ligero
4308,MET-01808,Metro Ligero
4309,MET-01809,Metro Ligero
4310,MET-01810,Metro Ligero
4311,MET-01811,Metro Ligero
4312,MET-01812,Metro Ligero
4313,MET-01813,Metro Ligero
4314,MET-01814,Metro Ligero
4315,MET-01815,Metro Ligero
4316,MET-01816,Metro Ligero
4317,MET-01817,Metro Ligero
4318,MET-01818,Metro Ligero
4319,MET-01819,Metro Ligero
4320,MET-01820,Metro Ligero
4321,MET-01821,Metro Ligero
4322,MET-01822,Metro Ligero
4323,MET-01823,Metro Ligero
4324,MET-01824,Metro Ligero
4325,MET-01825,Metro Ligero
4326,MET-01826,Metro Ligero
4327,MET-01827,Metro Ligero
4328,MET-01828,Metro Ligero
4329,MET-01829,Metro Ligero
4330,MET-01830,Metro Ligero
4331,MET-01831,Metro Ligero
4332,MET-01832,Metro Ligero
4333,MET-01833,Metro Ligero
4334,MET-01834,Metro Ligero
4335,MET-01835,Metro Ligero
4336,MET-01836,Metro Ligero
4337,MET-01837,Metro Ligero
4338,MET-01838,Metro Ligero
4339,MET-01839,Metro Ligero
4340,MET-01840,Metro Ligero
4341,MET-01841,Metro Ligero
4342,MET-01842,Metro Ligero
4343,MET-01843,Metro Ligero
4344,MET-01844,Metro Ligero
4345,MET-01845,Metro Ligero
4346,MET-01846,Metro Ligero
4347,MET-01847,Metro Ligero
4348,MET-01848,Metro Ligero
4349,MET-01849,Metro Ligero
4350,MET-01850,Metro Ligero
4351,MET-01851,Metro Ligero
4352,MET-01852,Metro Ligero
4353,MET-01853,Metro Ligero
4354,MET-01854,Metro Ligero
4355,MET-01855,Metro Ligero
4356,MET-01856,Metro Ligero
4357,MET-01857,Metro Ligero
4358,MET-01858,Metro Ligero
4359,MET-01859,Metro Ligero
4360,MET-01860,Metro Ligero
4361,MET-01861,Metro Ligero
4362,MET-01862,Metro Ligero
4363,MET-01863,Metro Ligero
4364,MET-01864,Metro Ligero
4365,MET-01865,Metro Ligero
4366,MET-01866,Metro Ligero
4367,MET-01867,Metro Ligero
4368,MET-01868,Metro Ligero
4369,MET-01869,Metro Ligero
4370,MET-01870,Metro Ligero
4371,MET-01871,Metro Ligero
4372,MET-01872,Metro Ligero
4373,MET-01873,Metro Ligero
4374,MET-01874,Metro Ligero
4375,MET-01875,Metro Ligero
4376,MET-01876,Metro Ligero
4377,MET-01877,Metro Ligero
4378,MET-01878,Metro Ligero
4379,MET-01879,Metro Ligero
4380,MET-01880,Metro Ligero
4381,MET-01881,Metro Ligero
4382,MET-01882,Metro Ligero
4383,MET-01883,Metro Ligero
4384,MET-01884,Metro Ligero
4385,MET-01885,Metro Ligero
4386,MET-01886,Metro Ligero
4387,MET-01887,Metro Ligero
4388,MET-01888,Metro Ligero
4389,MET-01889,Metro Ligero
4390,MET-01890,Metro Ligero
4391,MET-01891,Metro Ligero
4392,MET-01892,Metro Ligero
4393,MET-01893,Metro Ligero
4394,MET-01894,Metro Ligero
4395,MET-01895,Metro Ligero
4396,MET-01896,Metro Ligero
4397,MET-01897,Metro Ligero
4398,MET-01898,Metro Ligero
4399,MET-01899,Metro Ligero
4400,MET-01900,Metro Ligero
4401,MET-01901,Metro Ligero
4402,MET-01902,Metro Ligero
4403,MET-01903,Metro Ligero
4404,MET-01904,Metro Ligero
4405,MET-01905,Metro Ligero
4406,MET-01906,Metro Ligero
4407,MET-01907,Metro Ligero
4408,MET-01908,Metro Ligero
4409,MET-01909,Metro Ligero
4410,MET-01910,Metro Ligero
4411,MET-01911,Metro Ligero
4412,MET-01912,Metro Ligero
4413,MET-01913,Metro Ligero
4414,MET-01914,Metro Ligero
4415,MET-01915,Metro Ligero
4416,MET-01916,Metro Ligero
4417,MET-01917,Metro Ligero
4418,MET-01918,Metro Ligero
4419,MET-01919,Metro Ligero
4420,MET-01920,Metro Ligero
4421,MET-01921,Metro Ligero
4422,MET-01922,Metro Ligero
4423,MET-01923,Metro Ligero
4424,MET-01924,Metro Ligero
4425,MET-01925,Metro Ligero
4426,MET-01926,Metro Ligero
4427,MET-01927,Metro Ligero
4428,MET-01928,Metro Ligero
4429,MET-01929,Metro Ligero
4430,MET-01930,Metro Ligero
4431,MET-01931,Metro Ligero
4432,MET-01932,Metro Ligero
4433,MET-01933,Metro Ligero
4434,MET-01934,Metro Ligero
4435,MET-01935,Metro Ligero
4436,MET-01936,Metro Ligero
4437,MET-01937,Metro Ligero
4438,MET-01938,Metro Ligero
4439,MET-01939,Metro Ligero
4440,MET-01940,Metro Ligero
4441,MET-01941,Metro Ligero
4442,MET-01942,Metro Ligero
4443,MET-01943,Metro Ligero
4444,MET-01944,Metro Ligero
4445,MET-01945,Metro Ligero
4446,MET-01946,Metro Ligero
4447,MET-01947,Metro Ligero
4448,MET-01948,Metro Ligero
4449,MET-01949,Metro Ligero
4450,MET-01950,Metro Ligero
4451,MET-01951,Metro Ligero
4452,MET-01952,Metro Ligero
4453,MET-01953,Metro Ligero
4454,MET-01954,Metro Ligero
4455,MET-01955,Metro Ligero
4456,MET-01956,Metro Ligero
4457,MET-01957,Metro Ligero
4458,MET-01958,Metro Ligero
4459,MET-01959,Metro Ligero
4460,MET-01960,Metro Ligero
4461,MET-01961,Metro Ligero
4462,MET-01962,Metro Ligero
4463,MET-01963,Metro Ligero
4464,MET-01964,Metro Ligero
4465,MET-01965,Metro Ligero
4466,MET-01966,Metro Ligero
4467,MET-01967,Metro Ligero
4468,MET-01968,Metro Ligero
4469,MET-01969,Metro Ligero
4470,MET-01970,Metro Ligero
4471,MET-01971,Metro Ligero
4472,MET-01972,Metro Ligero
4473,MET-01973,Metro Ligero
4474,MET-01974,Metro Ligero
4475,MET-01975,Metro Ligero
4476,MET-01976,Metro Ligero
4477,MET-01977,Metro Ligero
4478,MET-01978,Metro Ligero
4479,MET-01979,Metro Ligero
4480,MET-01980,Metro Ligero
4481,MET-01981,Metro Ligero
4482,MET-01982,Metro Ligero
4483,MET-01983,Metro Ligero
4484,MET-01984,Metro Ligero
4485,MET-01985,Metro Ligero
4486,MET-01986,Metro Ligero
4487,MET-01987,Metro Ligero
4488,MET-01988,Metro Ligero
4489,MET-01989,Metro Ligero
4490,MET-01990,Metro Ligero
4491,MET-01991,Metro Ligero
4492,MET-01992,Metro Ligero
4493,MET-01993,Metro Ligero
4494,MET-01994,Metro Ligero
4495,MET-01995,Metro Ligero
4496,MET-01996,Metro Ligero
4497,MET-01997,Metro Ligero
4498,MET-01998,Metro Ligero
4499,MET-01999,Metro Ligero
4500,MET-02000,Metro Ligero
4501,MET-02001,Metro Ligero
4502,MET-02002,Metro Ligero
4503,MET-02003,Metro Ligero
4504,MET-02004,Metro Ligero
4505,MET-02005,Metro Ligero
4506,MET-02006,Metro Ligero
4507,MET-02007,Metro Ligero
4508,MET-02008,Metro Ligero
4509,MET-02009,Metro Ligero
4510,MET-02010,Metro Ligero
4511,MET-02011,Metro Ligero
4512,MET-02012,Metro Ligero
4513,MET-02013,Metro Ligero
4514,MET-02014,Metro Ligero
4515,MET-02015,Metro Ligero
4516,MET-02016,Metro Ligero
4517,MET-02017,Metro Ligero
4518,MET-02018,Metro Ligero
4519,MET-02019,Metro Ligero
4520,MET-02020,Metro Ligero
4521,MET-02021,Metro Ligero
4522,MET-02022,Metro Ligero
4523,MET-02023,Metro Ligero
4524,MET-02024,Metro Ligero
4525,MET-02025,Metro Ligero
4526,MET-02026,Metro Ligero
4527,MET-02027,Metro Ligero
4528,MET-02028,Metro Ligero
4529,MET-02029,Metro Ligero
4530,MET-02030,Metro Ligero
4531,MET-02031,Metro Ligero
4532,MET-02032,Metro Ligero
4533,MET-02033,Metro Ligero
4534,MET-02034,Metro Ligero
4535,MET-02035,Metro Ligero
4536,MET-02036,Metro Ligero
4537,MET-02037,Metro Ligero
4538,MET-02038,Metro Ligero
4539,MET-02039,Metro Ligero
4540,MET-02040,Metro Ligero
4541,MET-02041,Metro Ligero
4542,MET-02042,Metro Ligero
4543,MET-02043,Metro Ligero
4544,MET-02044,Metro Ligero
4545,MET-02045,Metro Ligero
4546,MET-02046,Metro Ligero
4547,MET-02047,Metro Ligero
4548,MET-02048,Metro Ligero
4549,MET-02049,Metro Ligero
4550,MET-02050,Metro Ligero
4551,MET-02051,Metro Ligero
4552,MET-02052,Metro Ligero
4553,MET-02053,Metro Ligero
4554,MET-02054,Metro Ligero
4555,MET-02055,Metro Ligero
4556,MET-02056,Metro Ligero
4557,MET-02057,Metro Ligero
4558,MET-02058,Metro Ligero
4559,MET-02059,Metro Ligero
4560,MET-02060,Metro Ligero
4561,MET-02061,Metro Ligero
4562,MET-02062,Metro Ligero
4563,MET-02063,Metro Ligero
4564,MET-02064,Metro Ligero
4565,MET-02065,Metro Ligero
4566,MET-02066,Metro Ligero
4567,MET-02067,Metro Ligero
4568,MET-02068,Metro Ligero
4569,MET-02069,Metro Ligero
4570,MET-02070,Metro Ligero
4571,MET-02071,Metro Ligero
4572,MET-02072,Metro Ligero
4573,MET-02073,Metro Ligero
4574,MET-02074,Metro Ligero
4575,MET-02075,Metro Ligero
4576,MET-02076,Metro Ligero
4577,MET-02077,Metro Ligero
4578,MET-02078,Metro Ligero
4579,MET-02079,Metro Ligero
4580,MET-02080,Metro Ligero
4581,MET-02081,Metro Ligero
4582,MET-02082,Metro Ligero
4583,MET-02083,Metro Ligero
4584,MET-02084,Metro Ligero
4585,MET-02085,Metro Ligero
4586,MET-02086,Metro Ligero
4587,MET-02087,Metro Ligero
4588,MET-02088,Metro Ligero
4589,MET-02089,Metro Ligero
4590,MET-02090,Metro Ligero
4591,MET-02091,Metro Ligero
4592,MET-02092,Metro Ligero
4593,MET-02093,Metro Ligero
4594,MET-02094,Metro Ligero
4595,MET-02095,Metro Ligero
4596,MET-02096,Metro Ligero
4597,MET-02097,Metro Ligero
4598,MET-02098,Metro Ligero
4599,MET-02099,Metro Ligero
4600,MET-02100,Metro Ligero
4601,MET-02101,Metro Ligero
4602,MET-02102,Metro Ligero
4603,MET-02103,Metro Ligero
4604,MET-02104,Metro Ligero
4605,MET-02105,Metro Ligero
4606,MET-02106,Metro Ligero
4607,MET-02107,Metro Ligero
4608,MET-02108,Metro Ligero
4609,MET-02109,Metro Ligero
4610,MET-02110,Metro Ligero
4611,MET-02111,Metro Ligero
4612,MET-02112,Metro Ligero
4613,MET-02113,Metro Ligero
4614,MET-02114,Metro Ligero
4615,MET-02115,Metro Ligero
4616,MET-02116,Metro Ligero
4617,MET-02117,Metro Ligero
4618,MET-02118,Metro Ligero
4619,MET-02119,Metro Ligero
4620,MET-02120,Metro Ligero
4621,MET-02121,Metro Ligero
4622,MET-02122,Metro Ligero
4623,MET-02123,Metro Ligero
4624,MET-02124,Metro Ligero
4625,MET-02125,Metro Ligero
4626,MET-02126,Metro Ligero
4627,MET-02127,Metro Ligero
4628,MET-02128,Metro Ligero
4629,MET-02129,Metro Ligero
4630,MET-02130,Metro Ligero
4631,MET-02131,Metro Ligero
4632,MET-02132,Metro Ligero
4633,MET-02133,Metro Ligero
4634,MET-02134,Metro Ligero
4635,MET-02135,Metro Ligero
4636,MET-02136,Metro Ligero
4637,MET-02137,Metro Ligero
4638,MET-02138,Metro Ligero
4639,MET-02139,Metro Ligero
4640,MET-02140,Metro Ligero
4641,MET-02141,Metro Ligero
4642,MET-02142,Metro Ligero
4643,MET-02143,Metro Ligero
4644,MET-02144,Metro Ligero
4645,MET-02145,Metro Ligero
4646,MET-02146,Metro Ligero
4647,MET-02147,Metro Ligero
4648,MET-02148,Metro Ligero
4649,MET-02149,Metro Ligero
4650,MET-02150,Metro Ligero
4651,MET-02151,Metro Ligero
4652,MET-02152,Metro Ligero
4653,MET-02153,Metro Ligero
4654,MET-02154,Metro Ligero
4655,MET-02155,Metro Ligero
4656,MET-02156,Metro Ligero
4657,MET-02157,Metro Ligero
4658,MET-02158,Metro Ligero
4659,MET-02159,Metro Ligero
4660,MET-02160,Metro Ligero
4661,MET-02161,Metro Ligero
4662,MET-02162,Metro Ligero
4663,MET-02163,Metro Ligero
4664,MET-02164,Metro Ligero
4665,MET-02165,Metro Ligero
4666,MET-02166,Metro Ligero
4667,MET-02167,Metro Ligero
4668,MET-02168,Metro Ligero
4669,MET-02169,Metro Ligero
4670,MET-02170,Metro Ligero
4671,MET-02171,Metro Ligero
4672,MET-02172,Metro Ligero
4673,MET-02173,Metro Ligero
4674,MET-02174,Metro Ligero
4675,MET-02175,Metro Ligero
4676,MET-02176,Metro Ligero
4677,MET-02177,Metro Ligero
4678,MET-02178,Metro Ligero
4679,MET-02179,Metro Ligero
4680,MET-02180,Metro Ligero
4681,MET-02181,Metro Ligero
4682,MET-02182,Metro Ligero
4683,MET-02183,Metro Ligero
4684,MET-02184,Metro Ligero
4685,MET-02185,Metro Ligero
4686,MET-02186,Metro Ligero
4687,MET-02187,Metro Ligero
4688,MET-02188,Metro Ligero
4689,MET-02189,Metro Ligero
4690,MET-02190,Metro Ligero
4691,MET-02191,Metro Ligero
4692,MET-02192,Metro Ligero
4693,MET-02193,Metro Ligero
4694,MET-02194,Metro Ligero
4695,MET-02195,Metro Ligero
4696,MET-02196,Metro Ligero
4697,MET-02197,Metro Ligero
4698,MET-02198,Metro Ligero
4699,MET-02199,Metro Ligero
4700,MET-02200,Metro Ligero
4701,MET-02201,Metro Ligero
4702,MET-02202,Metro Ligero
4703,MET-02203,Metro Ligero
4704,MET-02204,Metro Ligero
4705,MET-02205,Metro Ligero
4706,MET-02206,Metro Ligero
4707,MET-02207,Metro Ligero
4708,MET-02208,Metro Ligero
4709,MET-02209,Metro Ligero
4710,MET-02210,Metro Ligero
4711,MET-02211,Metro Ligero
4712,MET-02212,Metro Ligero
4713,MET-02213,Metro Ligero
4714,MET-02214,Metro Ligero
4715,MET-02215,Metro Ligero
4716,MET-02216,Metro Ligero
4717,MET-02217,Metro Ligero
4718,MET-02218,Metro Ligero
4719,MET-02219,Metro Ligero
4720,MET-02220,Metro Ligero
4721,MET-02221,Metro Ligero
4722,MET-02222,Metro Ligero
4723,MET-02223,Metro Ligero
4724,MET-02224,Metro Ligero
4725,MET-02225,Metro Ligero
4726,MET-02226,Metro Ligero
4727,MET-02227,Metro Ligero
4728,MET-02228,Metro Ligero
4729,MET-02229,Metro Ligero
4730,MET-02230,Metro Ligero
4731,MET-02231,Metro Ligero
4732,MET-02232,Metro Ligero
4733,MET-02233,Metro Ligero
4734,MET-02234,Metro Ligero
4735,MET-02235,Metro Ligero
4736,MET-02236,Metro Ligero
4737,MET-02237,Metro Ligero
4738,MET-02238,Metro Ligero
4739,MET-02239,Metro Ligero
4740,MET-02240,Metro Ligero
4741,MET-02241,Metro Ligero
4742,MET-02242,Metro Ligero
4743,MET-02243,Metro Ligero
4744,MET-02244,Metro Ligero
4745,MET-02245,Metro Ligero
4746,MET-02246,Metro Ligero
4747,MET-02247,Metro Ligero
4748,MET-02248,Metro Ligero
4749,MET-02249,Metro Ligero
4750,MET-02250,Metro Ligero
4751,MET-02251,Metro Ligero
4752,MET-02252,Metro Ligero
4753,MET-02253,Metro Ligero
4754,MET-02254,Metro Ligero
4755,MET-02255,Metro Ligero
4756,MET-02256,Metro Ligero
4757,MET-02257,Metro Ligero
4758,MET-02258,Metro Ligero
4759,MET-02259,Metro Ligero
4760,MET-02260,Metro Ligero
4761,MET-02261,Metro Ligero
4762,MET-02262,Metro Ligero
4763,MET-02263,Metro Ligero
4764,MET-02264,Metro Ligero
4765,MET-02265,Metro Ligero
4766,MET-02266,Metro Ligero
4767,MET-02267,Metro Ligero
4768,MET-02268,Metro Ligero
4769,MET-02269,Metro Ligero
4770,MET-02270,Metro Ligero
4771,MET-02271,Metro Ligero
4772,MET-02272,Metro Ligero
4773,MET-02273,Metro Ligero
4774,MET-02274,Metro Ligero
4775,MET-02275,Metro Ligero
4776,MET-02276,Metro Ligero
4777,MET-02277,Metro Ligero
4778,MET-02278,Metro Ligero
4779,MET-02279,Metro Ligero
4780,MET-02280,Metro Ligero
4781,MET-02281,Metro Ligero
4782,MET-02282,Metro Ligero
4783,MET-02283,Metro Ligero
4784,MET-02284,Metro Ligero
4785,MET-02285,Metro Ligero
4786,MET-02286,Metro Ligero
4787,MET-02287,Metro Ligero
4788,MET-02288,Metro Ligero
4789,MET-02289,Metro Ligero
4790,MET-02290,Metro Ligero
4791,MET-02291,Metro Ligero
4792,MET-02292,Metro Ligero
4793,MET-02293,Metro Ligero
4794,MET-02294,Metro Ligero
4795,MET-02295,Metro Ligero
4796,MET-02296,Metro Ligero
4797,MET-02297,Metro Ligero
4798,MET-02298,Metro Ligero
4799,MET-02299,Metro Ligero
4800,MET-02300,Metro Ligero
4801,TAX-00001,Taxi
4802,TAX-00002,Taxi
4803,TAX-00003,Taxi
4804,TAX-00004,Taxi
4805,TAX-00005,Taxi
4806,TAX-00006,Taxi
4807,TAX-00007,Taxi
4808,TAX-00008,Taxi
4809,TAX-00009,Taxi
4810,TAX-00010,Taxi
4811,TAX-00011,Taxi
4812,TAX-00012,Taxi
4813,TAX-00013,Taxi
4814,TAX-00014,Taxi
4815,TAX-00015,Taxi
4816,TAX-00016,Taxi
4817,TAX-00017,Taxi
4818,TAX-00018,Taxi
4819,TAX-00019,Taxi
4820,TAX-00020,Taxi
4821,TAX-00021,Taxi
4822,TAX-00022,Taxi
4823,TAX-00023,Taxi
4824,TAX-00024,Taxi
4825,TAX-00025,Taxi
4826,TAX-00026,Taxi
4827,TAX-00027,Taxi
4828,TAX-00028,Taxi
4829,TAX-00029,Taxi
4830,TAX-00030,Taxi
4831,TAX-00031,Taxi
4832,TAX-00032,Taxi
4833,TAX-00033,Taxi
4834,TAX-00034,Taxi
4835,TAX-00035,Taxi
4836,TAX-00036,Taxi
4837,TAX-00037,Taxi
4838,TAX-00038,Taxi
4839,TAX-00039,Taxi
4840,TAX-00040,Taxi
4841,TAX-00041,Taxi
4842,TAX-00042,Taxi
4843,TAX-00043,Taxi
4844,TAX-00044,Taxi
